publication_version_id,publication_id,doi,title,abstract,Tags,Authors,,
1854,2797,10.4231/R7Z60M6J,"KLAF TERM Data, November 1–30, 2016",These data were obtained from a software-defined radio receiver (SDR) and Raspberry Pi single-board computer running a modified version of dump1090 software using a 1090 MHz fixed antenna.,"aircraft, airport, aviation, aviation technology, civil engineering, count, position","Darcy M. Bullock, Howell Li, John H. Mott, Kelley J Kimm",,
1855,2798,10.4231/R7G44NG1,"KLAF TERM Data, December 1–31, 2016",These data were obtained from a software-defined radio receiver (SDR) and Raspberry Pi single-board computer running a modified version of dump1090 software using a 1090 MHz fixed antenna.,"aircraft, airport, aviation, aviation technology, civil engineering, count, position","Darcy M. Bullock, Howell Li, John H. Mott, Kelley J Kimm",,
1856,2799,10.4231/R76Q1VDV,"KLAF TERM Data, January 1–31, 2017",These data were obtained from a software-defined radio receiver (SDR) and Raspberry Pi single-board computer running a modified version of dump1090 software using a 1090 MHz fixed antenna.,"aircraft, airport, aviation, aviation technology, civil engineering, count, position","Darcy M. Bullock, Howell Li, John H. Mott, Kelley J Kimm",,
1857,2800,10.4231/R7BG2M4K,"KLAF TERM Data, February 1–28, 2017",These data were obtained from a software-defined radio receiver (SDR) and Raspberry Pi single-board computer running a modified version of dump1090 software using a 1090 MHz fixed antenna.,"aircraft, airport, aviation, aviation technology, civil engineering, count, position","Darcy M. Bullock, Howell Li, John H. Mott, Kelley J Kimm",,
1858,2801,10.4231/R72Z13PH,"KLAF TERM Data, March 1–10, 2017",These data were obtained from a software-defined radio receiver (SDR) and Raspberry Pi single-board computer running a modified version of dump1090 software using a 1090 MHz fixed antenna.,"aircraft, airport, aviation, aviation technology, civil engineering, count, position","Darcy M. Bullock, Howell Li, John H. Mott, Kelley J Kimm",,
1862,2805,10.4231/R7X63K3M,Data for Neural Encoding and Decoding with Deep Learning for Dynamic Natural Vision Tests - Subject 1,"This is a video-fMRI dataset for subject 1 (out of three) acquired by the Laboratory of Integrated Brain Imaging (LIBI),","biomedical engineering, deep learning, fmri, libi, natural vision, neural decoding, neural encoding, neuroscience","Zhongming Liu, Haiguang Wen, Jiayue Cao, Junxing Shi, Kun-Han Lu, Yizhen Zhang, Stanislav Pejša",,
1863,2806,10.4231/R7NS0S1F,Data for Neural Encoding and Decoding with Deep Learning for Dynamic Natural Vision Tests - Subject 2,This is a video-fMRI dataset for subject 2 (out of three) acquired by the Laboratory of Integrated Brain Imaging (LIBI).,"biomedical engineering, deep learning, fmri, libi, natural vision, neural decoding, neural encoding, neuroscience","Haiguang Wen, Jiayue Cao, Junxing Shi, Kun-Han Lu, Yizhen Zhang, Zhongming Liu, Stanislav Pejša",,
1864,2807,10.4231/R7J101BV,Data for Neural Encoding and Decoding with Deep Learning for Dynamic Natural Vision Tests - Subject 3,This is a video-fMRI dataset for subject 3 (out of three)  acquired by the Laboratory of Integrated Brain Imaging (LIBI).,"biomedical engineering, deep learning, fmri, libi, movie stimuli, natural vision, neural decoding, neural encoding, neuroscience","Haiguang Wen, Jiayue Cao, Junxing Shi, Kun-Han Lu, Yizhen Zhang, Zhongming Liu, Stanislav Pejša",,
1865,2808,10.4231/R71Z42KK,Data for Neural Encoding and Decoding with Deep Learning for Dynamic Natural Vision Tests - Stimuli,This is a video-fMRI dataset contains the videos with stimuli acquired by the Laboratory of Integrated Brain Imaging (LIBI).,"biomedical engineering, deep learning, fmri, libi, movie stimuli, natural vision, neural decoding, neural encoding, neuroscience","Haiguang Wen, Jiayue Cao, Junxing Shi, Kun-Han Lu, Yizhen Zhang, Zhongming Liu, Stanislav Pejša",,
1866,2809,10.4231/R7SF2TCW,Data for Neural Encoding and Decoding with Deep Learning for Dynamic Natural Vision Tests,This is a video-fMRI dataset contains the videos with stimuli acquired by the Laboratory of Integrated Brain Imaging (LIBI).,"biomedical engineering, deep learning, fmri, libi, natural vision, neural decoding, neural encoding, neuroscience","Haiguang Wen, Jiayue Cao, Junxing Shi, Kun-Han Lu, Yizhen Zhang, Zhongming Liu, Stanislav Pejša",,
1867,2810,10.4231/R74Q7S5J,The Spliceosomal Protein SF3B5 is a Novel Component of Drosophila SAGA that Functions in Gene Expression Independent of Splicing - Supporting data for Stegeman et al. (2016),Supporting and raw data for Figures 1 - 5 from Stegeman R. et al.  (2016). The Spliceosomal Protein SF3B5 is a Novel Component of Drosophila SAGA that Functions in Gene Expression Independent of Splicing. Journal of Molecular Biology. PMID: 27185460.,"biochemistry, drosophila, gene expression, saga, splicing, transcription","Rachel Stegeman, Vikki Weake, Sandi L Caldrone",,
1873,2816,10.4231/R7V98675,Source code for Neural Encoding and Decoding with Deep Learning for Dynamic Natural Vision,This document includes the main source code (Matlab or Python) related to our study.,"biomedical engineering, deep learning, fmr1, libi, matlab, natural vision, neural decoding, neural encoding, neuroscience, python code, source code","Haiguang Wen, Jiayue Cao, Junxing Shi, Kun-Han Lu, Yizhen Zhang, Zhongming Liu",,
1922,2816,10.4231/R7N58JJ3,Source code for Neural Encoding and Decoding with Deep Learning for Dynamic Natural Vision,This document includes the main source code (Matlab or Python) related to our study.,"biomedical engineering, deep learning, fmr1, libi, matlab, natural vision, neural decoding, neural encoding, neuroscience, python code, source code","Haiguang Wen, Junxing Shi, Yizhen Zhang, Kun-Han Lu, Jiayue Cao, Zhongming Liu, Sandi L Caldrone",,
1878,2821,10.4231/R7JS9NMW,Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration - Supporting data for Fig 1 from Chen et al. (2017),Supporting microscopy images for Fig 1 from Chen et al. (2017). &quot;Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration&quot;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration","Donald Ready, Hana Hall, Jeffrey Simpson, Vikki Weake, Walter Leon-Salas, Xinping Chen, Vikki Marie Weake",,
1879,2822,10.4231/R7F18WWG,Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration - Supporting data for Fig 2 and Fig 5 from Chen et al. (2017),Supporting confocal microscopy images for Fig 2 and Fig 5 from Chen et al. (2017). &quot;Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration&quot;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration","Donald Ready, Hana Hall, Jeffrey Simpson, Vikki Weake, Walter Leon-Salas, Xinping Chen, Vikki Marie Weake",,
1881,2824,10.4231/R798855J,Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration - Supporting data for Fig 3 (part 1) from Chen et al. (2017),Supporting electron microscopy images for Fig 3 (part 1) from Chen et al. (2017). &quot;Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration&quot;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration","Vikki Marie Weake, Donald Ready, Hana Hall, Jeffrey Simpson, Vikki Weake, Walter Leon-Salas, Xinping Chen",,
1882,2825,10.4231/R7HT2MG2,Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration - Supporting data for Fig 3 (part 2) from Chen et al. (2017),Supporting electron microscopy images for Fig 3 (part 2) from Chen et al. (2017). &quot;Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration&quot;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration","Vikki Weake, Jeffrey Simpson, Hana Hall, Donald Ready, Walter Leon-Salas, Xinping Chen, Vikki Marie Weake",,
1883,2826,10.4231/R7X34VNF,Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration - Supporting data for Fig 4 from Chen et al. (2017),Supporting confocal and electron microscopy images for Fig 4 from Chen et al. (2017). &quot;Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration&quot;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration","Donald Ready, Hana Hall, Jeffrey Simpson, Vikki Weake, Walter Leon-Salas, Xinping Chen, Vikki Marie Weake",,
1884,2827,10.4231/R7SB43X3,Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration - Supporting data for Fig 6 from Chen et al. (2017),Supporting confocal microscopy images and ROS assays for Fig 6 from Chen et al. (2017). &quot;Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration&quot;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration","Donald Ready, Hana Hall, Jeffrey Simpson, Vikki Weake, Walter Leon-Salas, Xinping Chen, Vikki Marie Weake",,
1885,2828,10.4231/R7NK3C6S,Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration - Supporting data for supplemental Figures from Chen et al. (2017),Supporting data for supplemental Figures Fig. S1 - Fig. S6 from Chen et al. (2017). &quot;Cytochrome b5 protects photoreceptors from light stress-induced lipid peroxidation and retinal degeneration&quot;,"biochemistry, drosophila, lipid peroxidation, phototoxicity, retinal degeneration","Donald Ready, Hana Hall, Jeffrey Simpson, Vikki Weake, Walter Leon-Salas, Xinping Chen, Vikki Marie Weake",,
1887,2830,10.4231/R71V5C4T,Repeated Free-Viewing of a Natural Movie Stimulus Using fMRI,"Video-fMRI dataset acquired by the Laboratory of Integrated Brain Imaging (LIBI, https://engineering.purdue.edu/libi) at Purdue University.","biomedical engineering, fmri, intra-subject reproducibility, libi, movie stimuli, natural vision, neuroscience","Haiguang Wen, Junxing Shi, Kun-Han Lu, Lauren Kelly Marussich, Zhongming Liu, Shao-Chin Hung",,
1888,2831,10.4231/R75H7DFT,A programmable optical stimulator for the Drosophila eye - Supporting biological data for Chen et al. (2017).,Confocal microscopy images for Chen et al. (2017). HardwareX. &quot;A programmable optical stimulator for the Drosophila eye&quot; 13-33.,"biochemistry, blue light, drosophila, lipid peroxidation, optical stimulator, phototoxicity, retinal degeneration","Donald F Ready, Vikki Weake, Walter Leon-Salas, Xinping Chen, Sandi L Caldrone",,
1889,2832,10.4231/R789141Q,Blue light-induced retinal degeneration in Drosophila melanogaster: Supporting data for Chen et al.,Cytochrome-b5 protects photoreceptors from blue light-induced lipid peroxidation and retinal degeneration. Supporting data for Chen et al. HardwareX and NPJ Aging and Mechanisms of Disease articles are provided.,"biochemistry, blue light, drosophila, lipid peroxidation, optical stimulator, oxidative stress, phototoxicity, retinal degeneration","Donald F Ready, Hana Hall, Jeffrey P Simpson, Sandi L Caldrone, Vikki Marie Weake, Walter Daniel Leon-Salas, Xinping Chen",,
1895,2838,10.4231/R7ZW1J3N,32-digit values of the first 100 recurrence coefficients for the generalized Binet weight function with parameter 1/2,"32-digit values of the first 100 recurrence coefficients for the weight function w(x)=-log(1-a*exp(-|x|)) on [-Inf,Inf], a = 1/2","binet weight function, computer science, mathematics, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions","Walter Gautschi, Stanislav Pejša",,
1896,2839,10.4231/R7V40SC7,32-digit values of the first 100 recurrence coefficients for the squared generalized Binet weight function with parameter 1/2,"32-digit values of the first 100 recurrence coefficients for the weight function w(x)=log^2(1-a*exp(-|x|)) on [-Inf,Inf], a = 1/2","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions","Walter Gautschi, Stanislav Pejša",,
1897,2840,10.4231/R7QC01NW,32-digit values of the first 100 recurrence coefficients for the half-range generalized Binet weight function with parameter 1/2,"32-digit values of the first 100 recurrence coefficients for the half-range generalized Binet weight function w(x)=-log(1-a*exp(-x)) on [0,Inf], a = 1/2","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions","Walter Gautschi, Stanislav Pejša",,
1898,2841,10.4231/R7KK98Z2,32-digit values of the first 100 recurrence coefficients for the half-range squared Binet weight function,"32-digit values of the first 100 recurrence coefficients for the weight function w(x)=log^2(1-exp(-x)) on [0,Inf]","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions","Walter Gautschi, Stanislav Pejša",,
1899,2842,10.4231/R7FT8J7R,32-digit values of the first 100 recurrence coefficients for the half-range squared generalized Binet weight function with parameter 1/2,"32-digit values of the first 100 recurrence coefficients for the weight function w(x)=log^2(1-a*exp(-x)) on [0,Inf], a = 1/2","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions","Walter Gautschi, Stanislav Pejša",,
1900,2843,10.4231/R78P5XP2,"Spinoza: The Velocities of Thought: Lecture 2, 09 December 1980","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 09 December 1980. This is lecture 2 of a 14-lecture seminar Deleuze taught between December 1980 and March 1981.","20th century french philosophy, audio recording, baruch spinoza, cicero, deleuze recordings, deleuze seminars, ethics, friedrich nietzsche, gilles deleuze, natural law theory, natural right theory, nicholas of cusa, ontology, philosophy, philosophy of power, political philosophy, social contract theory, thomas hobbes","Gilles Deleuze, Matthew Kroll",,
1901,2844,10.4231/R7B56GW6,32-digit values of the first 100 recurrence coefficients for the half-range Freud weight function with exponent 6,"32-digit values of the first 100 recurrence coefficients for the weight function w(x)=x^mu*exp(-x^nu) on [0,Inf], mu=0, nu=6","computer science, freud weight function, mathematics, matlab, orthogonal polynomials, walter gautschi archives, weight functions","Stanislav Pejša, Walter Gautschi",,
1902,2845,10.4231/R76D5R5W,32-digit values of the first 100 recurrence coefficients for the half-range Freud weight function with exponent 8,"32-digit values of the first 100 recurrence coefficients for the weight function w(x)=x^mu*exp(-x^nu) on [0,Inf], mu=0, nu=8","computer science, freud weight function, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions","Walter Gautschi, Stanislav Pejša",,
1903,2846,10.4231/R72N50FJ,32-digit values of the first 100 recurrence coefficients for the half-range Freud weight function with exponent 10,"32-digit values of the first 100 recurrence coefficients for the weight function w(x)=x^mu*exp(-x^nu) on [0,Inf], mu=0, nu=10","computer science, freud weight function, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions","Walter Gautschi, Stanislav Pejša",,
1907,2847,10.4231/R7862DNF,"32-digit values of the first 100 recurrence coefficients for the lower symmetric subrange Binet weight function on [-c,c], c=1","32-digit values of the first  100 recurrence coefficients for the weight function w(x)=-log(1-exp(-|x|)) on [-c,c], c=1","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions","Stanislav Pejša, Walter Gautschi",,
1947,2847,10.4231/R7KP80BB,"32-digit values of the first 100 recurrence coefficients for the lower symmetric subrange Binet weight function on [-c,c], c=1","32-digit values of the first  100 recurrence coefficients for the weight function w(x)=-log(1-exp(-|x|)) on [-c,c], c=1","binet weight function, computer science, mathematics, matlab, modification algorithms for orthogonal polynomials, orthogonal polynomials, walter gautschi archives, weight functions","Walter Gautschi, Stanislav Pejša",,
1909,2849,10.4231/R7736P29,Transcriptome profiling of aging Drosophila photoreceptors reveals gene expression trends that correlate with visual senescence - Supporting data for Hall et al. (2017),Supporting and raw data for Figures 1 - 5 and supplemental figures from Hall et al. (2017) Transcriptome profiling of aging Drosophila photoreceptors reveals gene expression trends that correlate with visual senescence. BMC Genomics.,"aging, biochemistry, drosophila, eye, gene expression profiling, photoreceptors, rna_seq, transcription, transcriptome","Hana Hall, medinap@purdue.edu, Christopher Vincent, Patrick Medina, Rebecca Doerge, Vikki Weake, Spencer E. Escobedo, Vikki Marie Weake, Daphne A. Cooper, Jeremiah Rounds, Kaelan J. Brennan, Pedro Miura",,
1910,2850,10.4231/R7K072F7,"The Movement-Image: Bergsonian Lessons on Cinema: Lecture 8, 26 January 1982","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 26 January 1982. This is lecture 8 of a 21-lecture seminar Deleuze taught between November 1981 and June 1982.","20th century french philosophy, annette michelson, audio recording, cinematography, deleuze recordings, deleuze seminars, d.w. griffith, george landow, gilles deleuze, henri bergson, michelangelo antonioni, motion pictures, perception, philosophy, photography, rené descartes, sergei eisenstein","Gilles Deleuze, Matthew Kroll",,
1914,2854,10.4231/R73F4MSB,Native and invasive vegetation and soil data in the eastern US,"Vegetation and soil data from the FIA Program, which includes vegetation attributes and soil and forest floor attributes of 288 permanent  plots across the eastern USA","forest ecology, forestry and natural resources, invasive species, mycorrhizal","Insu Jo, Kevin Potter, Grant Domke, Songlin Fei",,
1917,2857,10.4231/R7513WDT,Fragments of Domestic Amphoras from the Rough Cilicia Survey Pottery Study Collection,"This dataset is contains images and descriptions of domestic amphoras form the Rough Cilicia Survey Pottery Study Collection, a collection of more than 300 useful diagnostic sherds of the most commonly observed forms of the region.","amphoras, ancient greece, archaeological survey, archaeology, classical studies, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey","Nicholas Kregotis Rauh, Asena Kızılarslanoğlu, Caroline Autret, Richard Rothaus, Stanislav Pejša, Matthew Dillon",,
1919,2859,10.4231/R7XK8CQW,"Preventing slips, overruns, and cancellations: Application of accident investigations and theory to the understanding and prevention of engineering project failures",Supporting data for accident and project failure analysis.,"accident, aeronautics and astronautics engineering, causal analysis, project failure, systems engineering failures","Diane C. Aloisio, Karen Marais",,
1923,2862,10.4231/R7C827JN,Shifts in forest composition in the eastern United States,"Aim
Forest ecosystems in the United States (US) are facing major challenges such as climate change, exotic invasion, and fragmentation.  It is widely believed that forest composition in the eastern US are transitioning from shade-intolerant,...","fire tolerance, forest ecology, forestry and natural resources, mesophication, shade tolerance","Songlin Fei, Jonathan A Knott",,
1926,2865,10.4231/R7TQ5ZQ7,"Foucault: Lecture 9, 07 January 1986","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 07 January 1986. This is lecture 9 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, andré gide, audio recording, claude lévi-strauss, deleuze recordings, deleuze seminars, émile durkheim, félix guattari, friedrich nietzsche, gabriel tarde, gilles deleuze, immanuel kant, jean genet, knowledge-power, mario tronti, marxism, may 1968, michel foucault, microphysics of power, milovan djilas, philosophy, philosophy of power, political struggle, prisons, raymond roussel, resistance movements, sociology, subjectivity, surrealism, the black panthers","Gilles Deleuze, Matthew Kroll",,
1930,2869,10.4231/R7ZC812G,"Foucault: Lecture 11, 21 January 1986","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 21 January 1986. This is lecture 11 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, ancient greece, audio recording, cinema, deleuze recordings, deleuze seminars, friedrich nietzsche, gilles deleuze, greek philosophy, knowledge-power, marcel proust, markov chains, mathematics, michel foucault, philosophy, philosophy and literature, philosophy of power, plato, sexuality, stéphane mallarmé","Gilles Deleuze, Matthew Kroll",,
1932,2871,10.4231/R7348HJC,"Foucault: Lecture 20, 22 April 1986","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 22 April 1986. This is lecture 20 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, antonin artaud, audio recording, deleuze recordings, deleuze seminars, gilles deleuze, greek philosophy, interiority and exteriority, martin heidegger, maurice blanchot, michel foucault, philosophy, philosophy and literature, psychoanalysis, raymond roussel, the fold, the outside","Gilles Deleuze, Matthew Kroll",,
1934,2873,10.4231/R7BP0102,"Anti-Oedipus and Other Reflections: Lecture 1, 27 May 1980","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 27 May 1980. This is lecture 1 of a 2-lecture seminar Deleuze taught between May and June 1980.","20th century french philosophy, audio recording, baruch spinoza, cartography, deleuze recordings, deleuze seminars, fascism, flow, f. scott fitzgerald, gilles deleuze, karl jaspers, leopold von sacher-masoch, lev shestov, lines of flight, music, philosophy, philosophy and literature, process, psychiatry, psychoanalysis, schizophrenia, søren kierkegaard, the clinic, totalitarianism","Gilles Deleuze, Matthew Kroll",,
1935,2874,10.4231/R76W988S,"Anti-Oedipus and Other Reflections: Lecture 2, 03 June 1980","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 03 June 1980. This is lecture 2 of a 2-lecture seminar Deleuze taught between May and June 1980.","20th century french philosophy, audio recording, deleuze recordings, deleuze seminars, émile benveniste, ethics, franz kafka, geoanalysis, gilles deleuze, g.w.f. hegel, g.w. leibniz, joë bousquet, lines of flight, linguistics, maurice blanchot, philosophy, philosophy and literature, philosophy of the event, pierre janet, psychoanalysis, the phenomenology of spirit","Gilles Deleuze, Matthew Kroll",,
1940,2879,10.4231/R7W957B3,fMRI Data for Human Subjects During Musical Perception and Imagery,This fMRI dataset includes the original stimuli and the BOLD fMRI responses for a musical imagery study.,"biomedical engineering, fmri, inter-session functional connectivity, intra-subject reproducibility, music  imagery, neuroscience","Gang Chen, Yizhen Zhang, Haiguang Wen, Kun-Han Lu, Zhongming Liu, Sandi L Caldrone",,
1945,2884,10.4231/R79C6VMX,Topographic degradation by impact cratering on airless bodies is dominated by diffusive erosion from distal ejecta,Data to reproduce figures and movies for the paper &quot;Topographic degradation by impact cratering on airless bodies is dominated by diffusive erosion from distal ejecta.&quot;,"eaps, planetary science","David Minton, Caleb Fassett, Masatoshi Hirabayashi, Bryan Howl, James Richardson, David A Minton",,
1950,2887,10.4231/R70Z71GN,"Thought and Cinema: Lecture 11, 29 January 1985","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 29 January 1985. This is lecture 11 of a 26-lecture seminar Deleuze taught between October 1984 and June 1985.","20th century french philosophy, alexandre kojève, alexandre koyré, audio recording, bertolt brecht, cinematography, consciousness, deleuze recordings, deleuze seminars, eric weil, film studies (motion pictures), french hegelians, georges bataille, gestus acting technique, gilles deleuze, g.w.f. hegel, jean-luc godard, marquis de sade, phenomenology, philosophy, photography, raymonde carasco, roland barthes, serge daney, sergei eisenstein, subjectivity, theater, time","Gilles Deleuze, Matthew Kroll",,
1956,2892,10.4231/R74J0C90,"Foucault: Lecture 25, 27 May 1986","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 27 May 1986. This is lecture 25 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, audio recording, concept creation, deleuze recordings, deleuze seminars, gilles deleuze, michel foucault, music, philosophy, philosophy and literature, pierre boulez, stéphane mallarmé, the fold, thomas de quincey","Gilles Deleuze, Matthew Kroll",,
1958,2894,10.4231/R7V1230R,"Foucault: Lecture 14, 04 March 1986","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 04 March 1986. This is lecture 14 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, audio recording, baruch spinoza, classical thought, deleuze recordings, deleuze seminars, economics, friedrich nietzsche, general grammar, gilles deleuze, immanuel kant, infinity, linguistics, ludwig feuerbach, mercantilism, michel foucault, philosophy, the kantian revolution","Gilles Deleuze, Matthew Kroll",,
1960,2896,10.4231/R7ZP44BW,Database of images for low complexity sign detection and text localization method for mobile applications,This database contains images that were used for training and testing of our text detection and localization algorithm.,"complexity theory, electrical and computer engineering, feature extraction, low complexity sign detection, object detection, outdoor sign detection, outdoor sign translation, text detection, text localization method, text segmentation","Mireille Boutin, Edward J. Delp, Golnaz Abdollahian, Katherine L. Bouman",,
1961,2897,10.4231/R7JM27VP,"Foucault: Lecture 15, 11 March 1986","Lecture given by French philosopher Gilles Deleuze at the University of Paris 8, 11 March 1986. This is lecture 15 of a 25-lecture seminar Deleuze taught between October 1985 and May 1986.","20th century french philosophy, adam smith, audio recording, capital, david ricardo, deleuze recordings, deleuze seminars, economics, friedrich engels, friedrich schlegel, genetic codes, georges cuvier, german romanticism, gilles deleuze, grammar, karl marx, labor, life, linguistics, michel foucault, philosophy, the birth of the clinic, the fold","Gilles Deleuze, Matthew Kroll",,
1962,2898,10.4231/R7DJ5CVJ,Fragments of Imported Amphoras from the Rough Cilicia Survey Pottery Study Collection,"This dataset is contains images and descriptions of imported amphoras form the Rough Cilicia Survey Pottery Study Collection, a collection of more than 300 useful diagnostic sherds of the most commonly observed forms of the region.","ancient greece, archaeological survey, archaeology, classical studies, imported amphoras, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey","Nicholas Kregotis Rauh, Asena Kızılarslanoğlu, Caroline Autret, Matthew Dillon, Richard M. Rothaus, Stanislav Pejša",,
1963,2899,10.4231/R78S4N47,Fragments of Fineware from the Rough Cilicia Survey Pottery Study Collection,"This dataset is contains images and descriptions of fineware form the Rough Cilicia Survey Pottery Study Collection, a collection of more than 300 useful diagnostic sherds of the most commonly observed forms of the region.","ancient greece, archaeological survey, archaeology, classical studies, cypriot fineware, fineware, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey","Nicholas Kregotis Rauh, Matthew Dillon, Asena Kızılarslanoğlu, Caroline Autret, Richard M. Rothaus, Stanislav Pejša",,
1964,2900,10.4231/R74B2ZHD,Positions of predicted CTCF binding sites and unique A and B-repeats in the build hg19 of the Human Genome,"Supplementary materials for a publication entitled “Assessment of the CTCF Binding Sites and Repeat-Positions Upstream the Human H19 Gene“ Bina, M. January 2018, bioRxiv doi:   10.1101/250407","binding sites, chemistry, chromatin boundaries, cohesin, ctcf, gene regulation, genomic imprinting, genomics, h19, human genome, igf2, rad21, smc3","Minou Bina, Sandi L Caldrone",,
1970,2906,10.4231/R71834QX,Fragments of Cookware from the Rough Cilicia Survey Pottery Study Collection,"This dataset is contains images and descriptions of cookware form the Rough Cilicia Survey Pottery Study Collection, a collection of more than 300 useful diagnostic sherds of the most commonly observed forms of the region.","ancient greece, archaeological survey, archaeology, classical studies, cookware, pottery, rcsp, rough cilicia, rough cilicia survey project, turkey","Nicholas Kregotis Rauh, Asena Kızılarslanoğlu, Caroline Autret, Matthew Dillon, Richard M. Rothaus, Stanislav Pejša",,
1973,2909,10.4231/R7P26WB2,Fragments of Commonware from the Rough Cilicia Survey Pottery Study Collection,"This dataset is contains images and descriptions of commonware form the Rough Cilicia Survey Pottery Study Collection, a collection of more than 300 useful diagnostic sherds of the most commonly observed forms of the region.","ancient greece, archaeological survey, archaeology, classical studies, pottery, rcsap, rcsp, rough cilicia, rough cilicia survey project, turkey","Nicholas Kregotis Rauh, Asena Kızılarslanoğlu, Caroline Autret, Matthew Dillon, Stanislav Pejša, Richard M. Rothaus",,
1981,2917,10.4231/R7DN4388,Wilmeth Active Learning Center 3-Year Construction Time-Lapse Captured From Purdue’s Mathematical Sciences Building,"This video documents the demolition of Purdue’s Engineering Administration building (ENAD) and the old Heat and Power Plant North (HPN) building, and the construction of the new Wilmeth Active Learning Center.","active learning center construction, civil engineering, time-lapse, walc, wilmeth active learning center","Wayne A. Bunnell, Darcy M. Bullock, Alexander M. Hainen, Deborah Horton, Teresa Walker, Katie Hendryx, Andrew T. Sydelko, David Burford, Michael Witt, Kelley J Kimm",,
1982,2918,10.4231/R79021Z5,Wilmeth Active Learning Center 3-Year Construction Time-Lapse Captured From Purdue’s A. A. Potter Engineering Center,"This video documents the demolition of Purdue’s Engineering Administration building (ENAD) and the old Heat and Power Plant North (HPN) building, and the construction of the new Wilmeth Active Learning Center.","active learning center construction, civil engineering, time-lapse, walc, wilmeth active learning center","Wayne A. Bunnell, Darcy M. Bullock, Alexander M. Hainen, Deborah Horton, Teresa Walker, Katie Hendryx, Andrew T. Sydelko, David Burford, Michael Witt, Kelley J Kimm",,
1983,2919,10.4231/R7P55KPG,2017 State Street Reconstruction Time-Lapse,This video documents the demolition and reconstruction of State Street through the heart of Purdue University Campus in 2017.,"civil engineering, purdue state street, restate street, state street construction, state street reconstruction, state street time-lapse, state street west lafayette","Wayne A. Bunnell, Darcy M. Bullock, Andrew T. Sydelko, Jason S. Wasson, Kelley J Kimm",,
